taxYear,stateAbbrev,postcode,nIndividuals,nIndividualsWithTaxableIncomeOrLoss,taxableIncomeOrLossDollars,nIndividualsWithTaxOnTaxableIncome,,nIndividualsWithNetTax,,nIndividualsWithHelpDebt,,nIndividualsWithSalaryOrWages,salaryOrWagesDollars,nIndividualsWithTaxWithheldFromSalaryOrWages,,nIndividualsWithAustralianGovernmentAllowancesAndPayments,australianGovernmentAllowancesAndPaymentsDollars,nIndividualsWithAustralianGovernmentPensionsAndAllowances,australianGovernmentPensionsAndAllowancesDollars,nindividualsWithSuperIncomeTaxed,superIncomeTaxedDollars,nIndividualsWithSuperIncomeUntaxed,superIncomeUntaxedDollars,nIndividualsWithTotalIncomeOrLoss3,totalIncomeOrLoss3Dollars,nIndividualsWithWorkRelatedSelfEducationExpenses,workRelatedSelfEducationExpensesDollars,nIndividualsWithGiftsOrDonations,giftsOrDonationsDollars,nIndividualsWithTotalDeductions3,totalDeductions3Dollars,nIndividualsWithEmployerSuperannuationContributions,employerSuperannuationContributionsDollars,nIndividualsWithGrossRent,grossRentDollars,nIndividualsWithNetRentProfit,netRentProfitDollars,nIndividualsWithNetRentLoss,netRentLossDollars,nIndividualsWithLowAndMiddleIncomeTaxOffset,,nIndividualsWithPrivateHealthInsurance,nIndividualsWithPrivateHealthInsuranceAustGovRebateReceived,privateHealthInsuranceAustGovRebateReceivedDollars
2017/2018,WA,6074,643,634,37817116,518,8291761,468,8717770,17,60420,471,31235561,452,8259428,41,269105,42,514229,5,75388,8,149969,634,39209141,23,29941,147,54766,485,1370786,63,621430,100,1618060,35,218265,67,-751861,276,89969,470,413,253254
2017/2018,WA,6076,13689,13556,893050512,10916,212123488,10014,221202464,380,1662391,9703,671530401,9376,183173621,546,3467296,821,8933963,78,1108725,296,10470349,13583,926516343,369,729214,3876,2175944,10172,32383388,1656,16721867,2652,47138370,935,8645007,1737,-17071641,5486,1731958,11270,9526,6420730
2017/2018,WA,6077,721,717,47772920,580,11481745,544,12058970,14,54134,494,28028813,461,7056043,32,237250,37,520112,4,152783,3,116353,716,49843325,18,56246,171,103958,523,2039308,70,931026,163,3392480,62,829897,101,-1091100,315,99451,549,454,304299
2017/2018,WA,6078,500,494,32568101,403,7842023,373,8233384,17,61781,347,21426039,330,5624605,19,121602,23,234681,1,6218,1,86043,494,33776144,14,17643,99,57589,340,1139066,35,408661,94,2274211,27,466006,67,-916041,212,69742,401,326,207576
2017/2018,WA,6081,3018,2991,196418505,2477,45372062,2317,46786500,66,253014,2340,163285503,2271,43666844,116,664934,121,1513310,15,217850,31,930617,2996,203214917,84,111643,771,278506,2289,6514877,363,2579044,487,7949773,139,1092908,358,-3652347,1276,398756,2445,2074,1248847
2017/2018,WA,6082,1986,1969,124178759,1628,27729088,1520,29354409,55,218914,1593,105758303,1548,27718606,94,654808,90,1111915,16,205088,20,627057,1973,128655169,60,87106,513,210994,1509,4413023,226,1686080,338,4797632,66,594174,275,-2338223,810,253643,1500,1288,725923
2017/2018,WA,6083,2300,2261,179927350,1826,49293258,1698,51330641,37,171335,1683,125066014,1629,35051040,92,562925,100,1214951,25,266139,20,582443,2273,186029341,63,116033,540,328017,1699,5791952,259,2090849,446,9192405,131,1331704,319,-3299729,906,280804,1791,1534,936862
2017/2018,WA,6084,5013,4948,308758243,4163,68559193,3901,72136837,84,300207,3973,261552899,3867,68150936,285,1746357,196,2293260,30,256515,47,1215522,4966,320770875,138,203006,1261,363228,3894,11394198,506,3209510,803,11645996,191,1244289,629,-5862262,2255,708472,3658,3169,1763545
2017/2018,WA,6090,162,160,12057733,142,3130644,133,3288901,2,5932,98,7280244,90,2060697,7,23476,1,694,1,3715,0,0,161,12524354,2,1743,28,5527,109,441783,9,96880,28,581410,5,67636,23,-223265,72,25725,110,84,50010
2017/2018,WA,6100,10039,9928,649418838,8271,150192953,7788,157615600,500,2420345,8256,556026317,8042,149423392,651,4197017,298,3630557,44,511132,99,2951990,9942,674346238,442,1231070,2961,1209105,7625,23731169,1131,10442877,1753,34292732,559,4352953,1213,-14023080,4295,1331220,6813,5645,3095666
2017/2018,WA,6101,10382,10267,653337501,8688,146117867,8161,154229480,627,2907122,8755,583208125,8544,155298457,764,5147368,304,3859226,57,608921,102,2802806,10282,676097183,483,1377752,3295,1264248,7898,22189613,1151,8828511,1631,29750097,425,3394675,1229,-12954970,4630,1415669,7006,5877,3053274
2017/2018,WA,6102,6994,6898,332086464,5356,63779811,4875,66582496,265,1195860,5772,293495025,5571,69555401,687,4682595,324,4220268,21,291423,96,2542526,6900,344066092,307,761394,1871,902960,4885,11855331,458,3587475,665,11708056,208,1488213,474,-5457611,3421,1103865,3601,2956,1559520
2017/2018,WA,6103,6534,6480,407052584,5528,90393163,5254,95589462,334,1614746,5662,367902905,5541,96020883,456,2833686,171,2073109,23,258034,32,841375,6485,420771239,335,772161,1889,696900,5066,13493221,632,5420627,893,15911390,219,1495911,694,-7804143,3058,930270,4118,3507,1721161
2017/2018,WA,6104,8829,8738,530590859,7345,115735197,6855,122074917,307,1381835,7324,471413163,7177,121664862,610,4118445,349,4310726,38,374377,81,2181154,8752,550995274,330,802740,2599,1178459,6826,19775945,855,6019364,1354,24829215,310,2247357,1064,-12917579,4101,1243313,5708,4884,2612573
2017/2018,WA,6105,9047,8942,485422892,7417,97245311,6890,102419762,297,1226634,7493,441355226,7344,108774433,764,5216033,381,4614251,27,268612,95,2405438,8947,503874670,340,755512,2594,998755,6889,18160606,750,4807434,1146,19210472,285,1837954,884,-10106295,4446,1351845,5332,4617,2312826
2017/2018,WA,6106,143,141,11116248,131,2786477,121,2932681,2,5789,87,6191390,85,1646079,7,79775,2,36616,1,3220,0,0,141,11532959,4,2740,21,23196,98,416711,6,76778,16,465057,10,141477,8,-119687,60,20035,97,81,56226
2017/2018,WA,6107,26363,26013,1327384267,21066,258281674,19591,272727557,655,2768725,21826,1198349151,21156,284838202,1933,12902361,836,10539372,88,879716,169,4603272,26046,1376770140,1083,2450093,7253,2780660,19527,47967110,1935,13329530,3343,54132346,768,5562321,2682,-27133634,13401,4184958,14890,12967,6360956
2017/2018,WA,6108,13229,13087,685733412,10632,134804169,9792,141974041,356,1437513,10741,616597361,10465,150038530,1057,7070842,726,8641466,60,510050,127,3433701,13095,708633369,434,752487,4024,1485008,10008,22495754,1251,10000765,1670,24732514,398,2183759,1312,-12471323,6454,1968024,8624,7482,3995471
2017/2018,WA,6109,6560,6468,327440926,5325,61861977,4897,64817613,127,524280,5279,285149986,5149,66401164,718,5097753,353,4288591,12,148962,56,1464629,6470,339214593,213,343444,1894,577370,4925,11535424,386,2345946,595,9487012,165,1342502,450,-4021674,3448,1036148,3422,3039,1425385
2017/2018,WA,6110,23075,22798,1260590273,19005,255101479,17729,269484496,576,2243376,19279,1141952578,18824,280026217,2027,13845678,1074,13096470,91,885693,183,5253921,22817,1305114854,854,1478871,6925,2654971,17845,43745040,1816,11490280,2644,37976517,492,2941790,2209,-22165388,11419,3443405,14445,12630,6138521
2017/2018,WA,6111,13315,13153,745050312,10778,155847790,9911,164299810,312,1197934,10523,635489664,10260,160183105,1188,8489543,783,9260933,74,908350,167,4844392,13188,770513434,454,879140,3768,1536904,10065,24726048,1218,10003989,1743,27037370,515,4032904,1270,-11956969,6214,1891921,8780,7528,4114308
2017/2018,WA,6112,35103,34638,2040271340,29349,428560009,27588,454200652,1113,4569845,29832,1847466289,29172,461590193,2825,19058839,1388,16965959,133,1540188,214,6071970,34682,2114655629,1548,3124905,10806,4484456,27688,72574480,2671,15844166,4084,62069446,773,6337920,3414,-34096037,16696,4990260,22823,19839,9513765
2017/2018,WA,6120,56,56,3231428,43,694634,38,736102,0,0,43,3175017,40,853170,3,21218,6,79983,0,0,0,0,56,3352686,2,9326,13,2837,47,114588,7,54831,14,204852,5,39379,9,-114948,20,6840,37,35,19707
2017/2018,WA,6121,1949,1912,126396802,1583,29826429,1459,31204311,32,139365,1442,92849692,1384,24385621,76,518854,61,679834,7,117125,16,651362,1921,131255221,45,72063,567,194114,1425,4416365,206,1615708,398,7084502,118,1035752,286,-3350986,839,266519,1538,1256,802861
2017/2018,WA,6122,11489,11357,713997540,9804,155198353,9318,164669421,316,1240143,9840,639256891,9677,162259732,670,4247519,414,4999828,36,381881,47,1256982,11377,740385614,480,832870,4373,1314744,9399,25475132,889,4736050,1196,16704897,219,1420196,999,-8811424,5320,1579024,7928,6842,3236543
2017/2018,WA,6123,1266,1253,75440926,1065,16196156,1004,17149653,37,134090,1037,65503445,1012,16447512,66,408865,52,630466,8,76730,8,315074,1259,78990206,43,59244,495,139746,1016,2960327,99,503704,127,1677413,36,166328,93,-862098,608,178915,882,759,392054
2017/2018,WA,6124,728,719,47365781,601,10948354,557,11343257,13,49504,576,40827982,555,11206500,44,290562,36,460327,7,51357,9,168377,717,49079360,24,15940,265,80969,564,1684933,72,630051,120,1762590,23,174218,102,-923944,303,91563,520,440,238884
2017/2018,WA,6125,1872,1841,116479272,1486,26565816,1397,27884358,27,121650,1361,91579341,1335,24324064,64,402038,73,849774,13,187744,32,1087941,1855,120675728,54,92718,637,190958,1421,4005553,169,1372839,338,5033296,118,880207,226,-1878454,795,249333,1433,1228,736087
2017/2018,WA,6126,145,141,6668239,94,1520798,86,1612278,4,12262,93,5650689,85,1450331,10,89016,1,10414,0,0,0,0,142,7006681,5,4919,28,7700,95,334934,11,74417,21,449571,10,49764,11,-268195,56,16930,113,95,60410
2017/2018,WA,6147,8689,8559,433264717,6908,83782269,6335,88229035,284,1151137,7049,390942074,6844,94117200,743,4886531,444,5598139,35,381498,84,2019602,8565,447548567,290,522866,2520,969632,6468,13983679,786,5768186,965,14622222,218,1259299,768,-7506974,4341,1341063,5347,4664,2410065
2017/2018,WA,6148,11148,10997,737354767,8570,183596234,7849,191917311,366,1683464,8064,546232028,7724,148845666,557,3538028,569,6306094,65,679370,242,7362898,11028,764625197,378,748898,3372,2089675,7968,26222371,1339,15419302,2280,43157135,762,6895750,1558,-17966797,4537,1418038,8576,7159,4553991
2017/2018,WA,6149,12072,11948,754915617,9408,175603231,8627,182546890,458,2098312,8923,620182691,8614,170098204,520,3144355,613,7104770,77,1092434,250,7768504,11967,782701981,369,846936,3668,2313184,8874,26982086,1717,20039317,2533,46346402,777,5615856,1800,-19694057,4798,1503239,9975,8323,5598935
2017/2018,WA,6150,8398,8262,523554424,6282,125586141,5698,130366610,305,1397995,5705,395816874,5435,110315074,358,2313359,454,5205305,61,785221,172,5624068,8291,544607545,235,803373,2396,1239907,5917,19186589,1122,13542403,1950,39621373,779,6962038,1192,-13025797,3149,1002595,6950,5738,3993162
2017/2018,WA,6151,11248,11124,1007942363,9256,284935978,8664,297095155,588,3024648,8215,664853993,7900,197822781,516,3259269,338,4236175,81,1388308,162,6205605,11142,1050951095,440,1229883,3364,3683255,8308,41732297,1486,17250853,2273,57813762,878,10954459,1427,-19886151,4050,1273740,9049,7208,4760621
2017/2018,WA,6152,15837,15657,1121173813,12832,277797840,11899,290462164,901,4346230,11956,861520929,11561,242656688,935,6182818,653,7866821,89,1037531,305,10747549,15682,1167362290,612,1606806,4956,3099054,11754,44545145,1952,20723964,2965,60183328,1046,9309479,1958,-23830835,6219,1945977,12463,10170,6529823
2017/2018,WA,6153,13896,13699,1313124892,11076,387439306,10282,400640368,564,2978764,9212,764780906,8782,230080915,481,2855416,560,6299381,97,1793714,275,10265873,13727,1372181242,434,1224185,4059,7086646,10083,56002960,1724,22724521,3252,83771002,1259,14811262,2048,-30043006,4812,1516241,11961,9639,6779620
2017/2018,WA,6154,6309,6249,452772032,5034,113835172,4630,118626094,241,1111307,4484,341676430,4322,98232517,267,1681273,343,3911877,30,554338,138,5099944,6257,468692309,180,445897,1894,1169981,4684,15373500,814,8847486,1170,22947555,444,3895606,745,-8652394,2386,754862,5307,4356,2975473
2017/2018,WA,6155,31747,31282,1877946254,24930,418130765,23208,441231435,917,4046120,25201,1650022345,24284,432524926,1575,9498413,1235,13822660,140,1746428,273,8576237,31315,1943702921,1204,2535193,9101,4055755,23349,63760860,3664,34242155,6302,108079651,1446,9971891,4998,-56918100,13458,4189343,24024,20353,12033978
2017/2018,WA,6156,10643,10536,877316932,8767,236391105,8154,246751892,437,2024425,7935,607069951,7676,174798982,545,3450877,445,5313635,61,1034298,184,6541846,10555,908381387,363,865677,3227,1938544,8049,30032682,1332,13620395,1912,40365561,663,6545371,1279,-15336975,4063,1249165,8849,7322,4791862
2017/2018,WA,6157,8664,8591,650064392,7191,164098981,6654,172058435,414,1851167,6617,490337098,6399,138848815,440,2881043,407,4613431,68,940850,170,5748844,8603,675848697,338,690226,2732,1855529,6716,24916753,1167,11436877,1419,27711425,513,4493820,921,-10047268,3340,1025092,7208,6007,3866626
2017/2018,WA,6158,4968,4917,452124028,4059,128116864,3807,132798864,236,1108379,3608,299195880,3474,90044142,217,1420416,164,1781613,30,534756,74,3029194,4935,472416495,147,404400,1564,2332992,3744,18645608,772,10642037,1130,24990510,451,4541848,692,-8888101,1742,548212,4226,3384,2288378
2017/2018,WA,6159,2529,2495,260257982,2107,77672093,1951,80619181,144,741322,1724,151824472,1652,47235142,120,833064,78,890239,39,711911,40,1571092,2502,276525068,99,343381,723,653075,1866,15458840,319,4107604,520,13001008,224,3023647,300,-4192017,836,259222,2127,1727,1221931
2017/2018,WA,6160,5756,5700,420845625,4763,107332444,4395,112073485,331,1544213,4379,302652645,4234,85063756,399,2687528,222,2758369,36,550424,73,2682809,5708,438514723,277,737241,1709,1172494,4303,16840537,649,6916103,1074,23462484,437,4383083,658,-7849173,2301,716989,4174,3469,2111434
2017/2018,WA,6161,124,124,7612712,115,1612341,113,1689636,4,12404,117,7499472,116,1873091,3,13627,2,9185,0,0,0,0,124,7866818,3,1580,49,9875,108,254106,14,145245,19,290707,6,25486,14,-128843,54,15358,64,56,23208
2017/2018,WA,6162,7347,7279,524699835,6056,129870739,5632,135847165,322,1573458,5580,393666391,5410,110561129,510,3391986,321,3715315,52,524631,91,3450187,7288,544862478,280,813277,2230,1219140,5536,19527046,903,9795889,1389,28720624,587,6338252,823,-8174168,3033,961862,5462,4605,2844074
2017/2018,WA,6163,31584,31286,1936078792,26001,432832179,24120,454553238,1289,5697495,25353,1618395016,24665,424648996,2341,15899050,1422,17476648,152,1845421,316,9342093,31328,2005558898,1209,2542062,9162,3705052,24071,67654463,3355,28430752,4776,81526304,1520,11916963,3353,-35687826,14179,4371540,22879,19615,11477127
2017/2018,WA,6164,37470,37065,2369298282,31648,523659845,29954,554735074,1452,6461690,32082,2155840238,31330,563937990,2269,13812486,1090,12752643,148,1889799,225,6775339,37115,2451635143,1639,3212748,11032,3423533,29631,80575925,3555,21285222,5501,88903916,1032,7235686,4576,-49411527,16750,5061911,28012,24217,12909908
2017/2018,WA,6165,106,105,6302675,86,1461520,81,1554187,3,11802,77,4187205,77,1085003,10,52489,2,25440,0,0,0,0,105,6670124,2,1192,31,8246,77,349548,7,32987,21,403143,4,35018,17,-164416,48,17205,71,54,29786
2017/2018,WA,6166,6556,6507,451334340,5515,106620581,5151,111987560,211,933833,5120,354499305,4975,96034606,306,1916654,246,2971892,38,650886,69,2158647,6509,468192269,234,536851,2027,651210,5128,16436507,756,6806974,1194,21632652,399,3885939,821,-8368386,2770,861388,5268,4427,2813169
2017/2018,WA,6167,14127,13940,791250088,11738,161301562,10980,171055381,410,1620943,12096,724071814,11857,179861202,1397,9879609,597,7541403,53,566558,83,2222217,13944,818977670,652,1033133,4006,1299838,11113,27416450,1067,5732522,1362,18777609,236,1406666,1143,-10380891,6793,2045353,8585,7526,3431447
2017/2018,WA,6168,12406,12261,701744186,10137,147324137,9291,153608350,318,1324023,10007,617116176,9779,157218542,1413,10297535,807,9977261,95,780350,309,8963230,12291,728210982,433,1082179,3512,1251323,9540,25620985,1161,8018358,1686,28777259,457,4202157,1256,-12295554,5714,1767189,7468,6515,3373197
2017/2018,WA,6169,19403,19164,1142737003,15781,246213532,14558,257319899,454,1825968,15662,1014050972,15333,265785824,1778,12484761,1087,13416633,175,1817816,503,14299680,19175,1182954849,737,1157839,5650,2107521,15060,39049579,2061,14737620,2790,43003559,688,4791762,2165,-20738679,8577,2684490,12799,11032,5769543
2017/2018,WA,6170,8567,8482,508880578,7302,106201070,6961,112852701,353,1462683,7703,485155894,7586,121769139,605,3878843,254,2923643,18,190606,34,987671,8484,527477694,633,965077,2833,806355,6893,18444803,577,2496225,769,10762744,120,630832,678,-6517729,4129,1208560,5380,4702,2087560
2017/2018,WA,6171,19695,19477,1279263457,16684,285403414,15812,301654849,643,2654119,17322,1205520920,17004,318234873,1162,7313603,720,8569203,96,661342,166,4706592,19495,1326306603,989,1758883,6755,2034395,15975,46493875,1665,7953649,2197,30252290,339,1640677,1893,-18809670,8392,2532294,13601,11685,5595266
2017/2018,WA,6172,7642,7566,471986367,6295,103745279,5887,109190183,152,523615,6552,438522517,6413,115705957,627,4275893,337,4170382,50,382969,138,4052066,7572,488645020,315,526212,2157,655258,6048,16424814,746,4391464,964,13844577,156,622286,837,-8143846,3308,1026690,5047,4197,2090390
2017/2018,WA,6173,7125,7054,510784657,5950,123096023,5617,129637207,161,682181,6172,474874777,6038,133150712,378,2370623,211,2420720,42,417746,84,2595502,7061,529272056,328,661615,2110,591852,5739,18206406,789,4166508,1005,15630952,149,701790,883,-9547260,2809,879893,5321,4286,2141973
2017/2018,WA,6174,2767,2734,175583426,2342,39055735,2177,40484255,88,341035,2376,160520594,2322,42230899,227,1456215,120,1398614,17,151883,28,775665,2738,182014074,132,234986,749,235721,2230,6321460,266,1328568,331,4419144,45,255303,292,-2630702,1217,374291,1880,1576,766418
2017/2018,WA,6175,2261,2240,148774303,1832,34404175,1714,36066611,51,209078,1876,133884850,1822,36843031,159,1022484,101,1141780,15,113024,30,1044701,2245,153987195,108,223702,678,214476,1771,5101569,285,1838900,326,4815042,57,294890,274,-2935715,880,270643,1675,1415,732051
2017/2018,WA,6176,1197,1179,71702355,993,15312712,933,16196832,43,154312,990,62994344,966,15941153,80,578730,34,368050,5,48727,7,240620,1182,74736218,52,93718,313,99368,955,2918800,90,565355,144,2326271,40,475875,107,-889401,533,164957,824,708,352020
2017/2018,WA,6180,3113,3061,192044740,2556,42240537,2377,44533601,77,287712,2653,178570992,2591,46950906,208,1256822,134,1720719,16,148616,23,724763,3066,198743427,149,279711,879,318465,2468,6587053,290,1427417,307,4529560,44,273173,271,-2773010,1303,400319,2138,1846,924011
2017/2018,WA,6181,296,290,22285460,248,5779399,230,5766544,3,8042,233,17982703,228,4982529,6,58396,9,98061,5,6951,3,54293,291,23234847,8,11011,79,36246,236,860638,39,232211,65,864782,7,76187,58,-571435,129,40008,246,201,110504
2017/2018,WA,6207,609,594,39087364,485,9061112,452,9437780,8,25699,458,32997496,446,8884628,28,201901,28,321278,1,55847,4,114447,599,40700318,14,23527,168,147668,458,1601318,61,368355,99,1297950,26,246761,75,-533901,236,76053,439,375,223052
2017/2018,WA,6208,6403,6313,382238482,4973,85375044,4509,88875505,87,339084,4834,326960080,4729,87548375,555,3812235,481,5877341,42,488825,100,2631259,6327,396901503,214,334285,1723,474740,4759,12907666,639,4255535,938,14474308,282,2507632,676,-6156290,2512,799879,4372,3673,2225838
2017/2018,WA,6209,905,899,51706795,695,11388160,634,11918080,15,68079,670,41793609,648,11021047,117,892713,48,524135,1,3612,8,174482,900,53510780,31,50880,209,53153,636,1705265,109,694717,142,2226022,46,401260,96,-900482,396,131167,586,471,263156
2017/2018,WA,6210,39307,38849,2337000305,30898,524755405,27850,544906774,815,3265489,29428,1907961899,28627,506630438,3611,25645395,3005,36151423,257,3269527,708,20585418,38907,2421776638,1402,2557975,10472,3938808,29164,81892118,3999,28955090,5436,88359393,1599,13672366,3942,-38154031,16625,5322175,26680,22817,13133415
2017/2018,WA,6211,3972,3932,249032379,3129,57457462,2844,60305028,67,251866,3016,207285338,2935,56685291,304,2191395,280,3464059,35,370145,53,1507760,3934,257672176,155,304174,1112,442511,2978,8433941,430,3084775,572,8306542,156,1080950,427,-3439040,1608,520539,2807,2386,1394969
2017/2018,WA,6213,407,400,24050594,315,5309176,292,5457164,6,22098,313,19663476,306,5081284,33,198374,22,233767,0,0,4,95048,403,24919595,11,21939,98,46179,295,732397,43,454834,68,933031,24,148207,44,-280238,157,51810,269,223,145712
2017/2018,WA,6214,422,412,26085754,317,6188095,300,6531038,6,18241,296,20567633,283,5541013,22,138623,11,152034,1,30140,5,145322,417,27083884,12,19374,99,35537,289,870977,44,249072,58,763107,22,127931,37,-245025,161,50060,294,258,171258
2017/2018,WA,6215,2218,2195,133118122,1744,30065968,1587,31713005,30,98606,1709,114733616,1667,30350965,162,1170119,135,1645854,7,57696,23,707685,2201,137839267,65,107563,625,184889,1650,4444053,290,2078474,306,4623276,103,772783,218,-1830189,881,288317,1552,1310,852870
2017/2018,WA,6218,244,238,12048845,191,2411235,168,2531338,4,22795,172,10288667,168,2645777,29,191026,24,365248,0,0,1,3750,239,12745577,6,7515,59,16640,165,576654,11,62180,27,393241,15,89898,13,-112684,108,34113,143,125,73019
